basic_roas,true_roas,contribution_margin,contribution_margin_rate,contribution_roas,breakeven_roas,customer_lifetime_value,clv_roas,clv_multiple,payback_period_months,accounts_receivable,inventory_investment,accounts_payable,net_working_capital,wc_carrying_cost,wc_adjusted_roas,wc_impact_percentage,taxable_income,tax_liability,after_tax_profit,tax_adjusted_roas,tax_shield_value,effective_ad_cost,composite_roi_score,risk_adjusted_roi,campaign_id,date,sales,spend,orders,ad_spend,revenue
0.3194073083778966,0.12776292335115863,-156.584,-2.7307987443320543,-0.8722370766488413,inf,48.008079559948975,0.26742468560577637,1.674505739795918,53.670835617120936,4.712876712328767,6.6397808219178085,14.755068493150684,-3.4024109589041096,-0.5103616438356164,0.3222502319732376,-0.8900621622525574,-122.18,0.0,-122.18,0.3194073083778966,44.88,134.64000000000001,-0.04596718940193216,-0.041788354001756504,CAMP-000001,2025-06-22 17:06:27.128080,57.34,179.52,2,179.52,57.34
2.776687551720061,1.1106750206880245,9.361999999999995,0.03985865122615802,0.11067502068802453,25.088656270027784,78.66158163265304,0.9299158485950235,1.674505739795918,15.434629233164658,19.305205479452052,3.128671232876712,6.952602739726028,15.481273972602736,2.3221910958904104,2.749235239438581,0.9886712772012987,150.29,37.5725,112.7175,2.332515663790046,21.1475,63.4425,1.1924912833922099,1.0840829849020088,CAMP-000001,2025-06-23 17:06:27.128080,234.88,84.59,5,84.59,234.88
0.0,0.0,-14.75,0.0,-1.0,inf,0.0,0.0,0.0,inf,0.0,0.5455479452054794,1.2123287671232876,-0.6667808219178082,-0.10001712328767122,0.0067808219178082186,0.0,-14.75,0.0,-14.75,0.0,3.6875,11.0625,-0.24898287671232877,-0.22634806973848068,CAMP-000001,2025-06-24 17:06:27.128080,0.0,14.75,0,14.75,0.0
4.368712186689715,1.7474848746758858,43.24199999999999,0.17109959245044115,0.7474848746758858,5.844549280791824,70.53297260310372,1.2192389386880504,1.674505739795918,11.7720209596916,20.772328767123284,2.139657534246575,4.754794520547945,18.15719178082191,2.7235787671232865,4.3216321734291565,1.0776634222780386,194.88,48.72,146.16,3.526534140017286,14.4625,43.3875,1.9558627088254494,1.7780570080231357,CAMP-000001,2025-06-25 17:06:27.128080,252.73,57.85,6,57.85,252.73
10.026310583580614,4.010524233432245,152.18199999999996,0.30026241540556,3.010524233432245,3.3304201548146306,94.29886045564055,1.8654571801313662,1.6745057397959178,7.694042240142512,41.6572602739726,1.869657534246575,4.154794520547945,39.37212328767123,5.905818493150684,9.909479357207703,1.1652464323640441,456.28,114.07,342.21,7.76973293768546,12.6375,37.912499999999994,4.592274961763709,4.17479541978519,CAMP-000001,2025-06-26 17:06:27.128080,506.83,50.55,9,50.55,506.83
0.08051497507060423,0.03220599002824169,-2220.584,-12.020049799718523,-0.9677940099717582,inf,61.86963807397958,0.02696455757905041,1.674505739795918,532.2878485593653,15.184109589041096,84.86432876712327,188.58739726027397,-88.5389589041096,-13.28084383561644,0.08630314661082968,-7.188937877891329,-2109.74,0.0,-2109.74,0.08051497507060423,573.62,1720.8600000000001,-0.2058968244699721,-0.18717893133633826,CAMP-000001,2025-06-27 17:06:27.128080,184.74,2294.48,5,2294.48,184.74
2.511897283851353,1.0047589135405413,1.8940000000000055,0.0018945494193316115,0.004758913540541233,527.8299894403365,119.57286665224123,0.3004418871133476,1.6745057397959182,47.772654069680215,82.16794520547946,14.72017808219178,32.711506849315064,64.17661643835618,9.626492465753426,2.487709509118939,0.962928495839136,601.72,150.43,451.29,2.133922962888515,99.4975,298.4925,0.9492545025266595,0.8629586386605995,CAMP-000001,2025-06-28 17:06:27.128080,999.71,397.99,14,397.99,999.71
6.363684629678789,2.545473851871515,58.21799999999999,0.24285833472384444,1.5454738518715154,4.117626850802158,200.70625797193875,5.328013219324097,1.6745057397959182,2.693857119019809,19.703013698630137,1.3932739726027397,3.0961643835616437,18.000123287671233,2.7000184931506848,6.292009065751243,1.1263217475182232,202.05,50.5125,151.53750000000002,5.022763472259092,9.4175,28.2525,3.6616909694827484,3.328809972257044,CAMP-000001,2025-06-29 17:06:27.128080,239.72,37.67,2,37.67,239.72
1.806174673930989,0.7224698695723957,-16.810000000000002,-0.1536563071297989,-0.27753013042760444,inf,91.59546396683673,1.512224929285731,1.6745057397959182,9.491250979367981,8.991780821917809,2.2402602739726025,4.978356164383562,6.253684931506849,0.9380527397260273,1.7906875889099219,0.8574522300969171,48.830000000000005,12.207500000000001,36.6225,1.6046310054482418,15.1425,45.4275,0.8788696530032762,0.7989724118211602,CAMP-000001,2025-06-30 17:06:27.128080,109.4,60.57,2,60.57,109.4
7.303347280334728,2.9213389121338915,376.5440000000001,0.26307648238327136,1.9213389121338917,3.801175958188152,85.59774322954625,0.43676774788012174,1.674505739795918,32.8616442280149,117.64191780821916,7.248575342465752,16.10794520547945,108.78254794520547,16.31738219178082,7.220086834412793,1.1400313133968756,1235.33,308.8325,926.4975,5.727510460251046,48.995,146.98499999999999,3.099854022436688,2.8180491113060797,CAMP-000001,2025-07-01 17:06:27.128080,1431.31,195.98,28,195.98,1431.31
